# name|return_type|param_name:type,param_name:type
FindFirstFileExA|HANDLE|lpFileName:PSTR,fInfoLevelId:FINDEX_INFO_LEVELS,lpFindFileData:void*,fSearchOp:FINDEX_SEARCH_OPS,lpSearchFilter:void*,dwAdditionalFlags:FIND_FIRST_EX_FLAGS
FindFirstFileExFromAppW|HANDLE|lpFileName:PWSTR,fInfoLevelId:FINDEX_INFO_LEVELS,lpFindFileData:void*,fSearchOp:FINDEX_SEARCH_OPS,lpSearchFilter:void*,dwAdditionalFlags:UINT
FindFirstFileExW|HANDLE|lpFileName:PWSTR,fInfoLevelId:FINDEX_INFO_LEVELS,lpFindFileData:void*,fSearchOp:FINDEX_SEARCH_OPS,lpSearchFilter:void*,dwAdditionalFlags:FIND_FIRST_EX_FLAGS
FindFirstFileNameTransactedW|HANDLE|lpFileName:PWSTR,dwFlags:UINT,StringLength:UINT*,LinkName:PWSTR,hTransaction:HANDLE
FindFirstFileNameW|HANDLE|lpFileName:PWSTR,dwFlags:UINT,StringLength:UINT*,LinkName:PWSTR
FindFirstFileTransactedA|HANDLE|lpFileName:PSTR,fInfoLevelId:FINDEX_INFO_LEVELS,lpFindFileData:void*,fSearchOp:FINDEX_SEARCH_OPS,lpSearchFilter:void*,dwAdditionalFlags:UINT,hTransaction:HANDLE
FindFirstFileTransactedW|HANDLE|lpFileName:PWSTR,fInfoLevelId:FINDEX_INFO_LEVELS,lpFindFileData:void*,fSearchOp:FINDEX_SEARCH_OPS,lpSearchFilter:void*,dwAdditionalFlags:UINT,hTransaction:HANDLE
FindFirstFileW|HANDLE|lpFileName:PWSTR,lpFindFileData:WIN32_FIND_DATAW*
FindFirstFreeAce|BOOL|pAcl:ACL*,pAce:void**
FindFirstPrinterChangeNotification|FINDPRINTERCHANGENOTIFICATION_HANDLE|hPrinter:PRINTER_HANDLE,fdwFilter:UINT,fdwOptions:UINT,pPrinterNotifyOptions:void*
FindFirstStreamTransactedW|HANDLE|lpFileName:PWSTR,InfoLevel:STREAM_INFO_LEVELS,lpFindStreamData:void*,dwFlags:UINT,hTransaction:HANDLE
FindFirstStreamW|HANDLE|lpFileName:PWSTR,InfoLevel:STREAM_INFO_LEVELS,lpFindStreamData:void*,dwFlags:UINT
FindFirstUrlCacheContainerA|HANDLE|pdwModified:UINT*,lpContainerInfo:INTERNET_CACHE_CONTAINER_INFOA*,lpcbContainerInfo:UINT*,dwOptions:UINT
FindFirstUrlCacheContainerW|HANDLE|pdwModified:UINT*,lpContainerInfo:INTERNET_CACHE_CONTAINER_INFOW*,lpcbContainerInfo:UINT*,dwOptions:UINT
FindFirstUrlCacheEntryA|HANDLE|lpszUrlSearchPattern:PSTR,lpFirstCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOA*,lpcbCacheEntryInfo:UINT*
FindFirstUrlCacheEntryExA|HANDLE|lpszUrlSearchPattern:PSTR,dwFlags:UINT,dwFilter:UINT,GroupId:LONGLONG,lpFirstCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOA*,lpcbCacheEntryInfo:UINT*,lpGroupAttributes:void*,lpcbGroupAttributes:UINT*,lpReserved:void*
FindFirstUrlCacheEntryExW|HANDLE|lpszUrlSearchPattern:PWSTR,dwFlags:UINT,dwFilter:UINT,GroupId:LONGLONG,lpFirstCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOW*,lpcbCacheEntryInfo:UINT*,lpGroupAttributes:void*,lpcbGroupAttributes:UINT*,lpReserved:void*
FindFirstUrlCacheEntryW|HANDLE|lpszUrlSearchPattern:PWSTR,lpFirstCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOW*,lpcbCacheEntryInfo:UINT*
FindFirstUrlCacheGroup|HANDLE|dwFlags:UINT,dwFilter:UINT,lpSearchCondition:void*,dwSearchCondition:UINT,lpGroupId:LONGLONG*,lpReserved:void*
FindFirstVolumeA|HANDLE|lpszVolumeName:PSTR,cchBufferLength:UINT
FindFirstVolumeMountPointA|HANDLE|lpszRootPathName:PSTR,lpszVolumeMountPoint:PSTR,cchBufferLength:UINT
FindFirstVolumeMountPointW|HANDLE|lpszRootPathName:PWSTR,lpszVolumeMountPoint:PWSTR,cchBufferLength:UINT
FindFirstVolumeW|HANDLE|lpszVolumeName:PWSTR,cchBufferLength:UINT
FindMediaType|HRESULT|rgszTypes:PSTR,rgcfTypes:USHORT*
FindMediaTypeClass|HRESULT|pBC:IBindCtx,szType:PSTR,pclsID:Guid*,reserved:UINT
FindMimeFromData|HRESULT|pBC:IBindCtx,pwzUrl:PWSTR,pBuffer:void*,cbSize:UINT,pwzMimeProposed:PWSTR,dwMimeFlags:UINT,ppwzMimeOut:PWSTR*,dwReserved:UINT
FindNLSString|INT|Locale:UINT,dwFindNLSStringFlags:UINT,lpStringSource:PWSTR,cchSource:INT,lpStringValue:PWSTR,cchValue:INT,pcchFound:INT*
FindNLSStringEx|INT|lpLocaleName:PWSTR,dwFindNLSStringFlags:UINT,lpStringSource:PWSTR,cchSource:INT,lpStringValue:PWSTR,cchValue:INT,pcchFound:INT*,lpVersionInformation:NLSVERSIONINFO*,lpReserved:void*,sortHandle:LPARAM
FindNextChangeNotification|BOOL|hChangeHandle:HANDLE
FindNextFileA|BOOL|hFindFile:HANDLE,lpFindFileData:WIN32_FIND_DATAA*
FindNextFileNameW|BOOL|hFindStream:HANDLE,StringLength:UINT*,LinkName:PWSTR
FindNextFileW|BOOL|hFindFile:HANDLE,lpFindFileData:WIN32_FIND_DATAW*
FindNextPrinterChangeNotification|BOOL|hChange:FINDPRINTERCHANGENOTIFICATION_HANDLE,pdwChange:UINT*,pvReserved:void*,ppPrinterNotifyInfo:void**
FindNextStreamW|BOOL|hFindStream:HANDLE,lpFindStreamData:void*
FindNextUrlCacheContainerA|BOOL|hEnumHandle:HANDLE,lpContainerInfo:INTERNET_CACHE_CONTAINER_INFOA*,lpcbContainerInfo:UINT*
FindNextUrlCacheContainerW|BOOL|hEnumHandle:HANDLE,lpContainerInfo:INTERNET_CACHE_CONTAINER_INFOW*,lpcbContainerInfo:UINT*
FindNextUrlCacheEntryA|BOOL|hEnumHandle:HANDLE,lpNextCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOA*,lpcbCacheEntryInfo:UINT*
FindNextUrlCacheEntryExA|BOOL|hEnumHandle:HANDLE,lpNextCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOA*,lpcbCacheEntryInfo:UINT*,lpGroupAttributes:void*,lpcbGroupAttributes:UINT*,lpReserved:void*
FindNextUrlCacheEntryExW|BOOL|hEnumHandle:HANDLE,lpNextCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOW*,lpcbCacheEntryInfo:UINT*,lpGroupAttributes:void*,lpcbGroupAttributes:UINT*,lpReserved:void*
FindNextUrlCacheEntryW|BOOL|hEnumHandle:HANDLE,lpNextCacheEntryInfo:INTERNET_CACHE_ENTRY_INFOW*,lpcbCacheEntryInfo:UINT*
FindNextUrlCacheGroup|BOOL|hFind:HANDLE,lpGroupId:LONGLONG*,lpReserved:void*
FindNextVolumeA|BOOL|hFindVolume:HANDLE,lpszVolumeName:PSTR,cchBufferLength:UINT
FindNextVolumeMountPointA|BOOL|hFindVolumeMountPoint:HANDLE,lpszVolumeMountPoint:PSTR,cchBufferLength:UINT
FindNextVolumeMountPointW|BOOL|hFindVolumeMountPoint:HANDLE,lpszVolumeMountPoint:PWSTR,cchBufferLength:UINT
FindNextVolumeW|BOOL|hFindVolume:HANDLE,lpszVolumeName:PWSTR,cchBufferLength:UINT
FindP3PPolicySymbol|INT|pszSymbol:PSTR
FindPackageDependency|HRESULT|findPackageDependencyCriteria:FindPackageDependencyCriteria*,packageDependencyIdsCount:UINT*,packageDependencyIds:PWSTR**
FindPackagesByPackageFamily|WIN32_ERROR|packageFamilyName:PWSTR,packageFilters:UINT,count:UINT*,packageFullNames:PWSTR*,bufferLength:UINT*,buffer:PWSTR,packageProperties:UINT*
FindResourceA|HRSRC|hModule:HMODULE,lpName:PSTR,lpType:PSTR
FindResourceExA|HRSRC|hModule:HMODULE,lpType:PSTR,lpName:PSTR,wLanguage:USHORT
FindResourceExW|HRSRC|hModule:HMODULE,lpType:PWSTR,lpName:PWSTR,wLanguage:USHORT
FindResourceW|HRSRC|hModule:HMODULE,lpName:PWSTR,lpType:PWSTR
FindSavedStateSymbolFieldInType|HRESULT|vmSavedStateDumpHandle:void*,vpId:UINT,typeName:PSTR,fieldName:PWSTR,offset:UINT*,found:BOOL*
FindStringOrdinal|INT|dwFindStringOrdinalFlags:UINT,lpStringSource:PWSTR,cchSource:INT,lpStringValue:PWSTR,cchValue:INT,bIgnoreCase:BOOL
FindTextA|HWND|param0:FINDREPLACEA*
FindTextW|HWND|param0:FINDREPLACEW*
FindVolumeClose|BOOL|hFindVolume:HANDLE
FindVolumeMountPointClose|BOOL|hFindVolumeMountPoint:HANDLE
FindWindowA|HWND|lpClassName:PSTR,lpWindowName:PSTR
FindWindowExA|HWND|hWndParent:HWND,hWndChildAfter:HWND,lpszClass:PSTR,lpszWindow:PSTR
FindWindowExW|HWND|hWndParent:HWND,hWndChildAfter:HWND,lpszClass:PWSTR,lpszWindow:PWSTR
FindWindowW|HWND|lpClassName:PWSTR,lpWindowName:PWSTR
FixBrushOrgEx|BOOL|hdc:HDC,x:INT,y:INT,ptl:POINT*
FlashWindow|BOOL|hWnd:HWND,bInvert:BOOL
FlashWindowEx|BOOL|pfwi:FLASHWINFO*
FlatSB_EnableScrollBar|BOOL|param0:HWND,param1:INT,param2:UINT
FlatSB_GetScrollInfo|BOOL|param0:HWND,code:SCROLLBAR_CONSTANTS,param2:SCROLLINFO*
FlatSB_GetScrollPos|INT|param0:HWND,code:SCROLLBAR_CONSTANTS
FlatSB_GetScrollProp|BOOL|param0:HWND,propIndex:WSB_PROP,param2:INT*
FlatSB_GetScrollRange|BOOL|param0:HWND,code:SCROLLBAR_CONSTANTS,param2:INT*,param3:INT*
FlatSB_SetScrollInfo|INT|param0:HWND,code:SCROLLBAR_CONSTANTS,psi:SCROLLINFO*,fRedraw:BOOL
FlatSB_SetScrollPos|INT|param0:HWND,code:SCROLLBAR_CONSTANTS,pos:INT,fRedraw:BOOL
FlatSB_SetScrollProp|BOOL|param0:HWND,index:UINT,newValue:HANDLE,param3:BOOL
FlatSB_SetScrollRange|INT|param0:HWND,code:SCROLLBAR_CONSTANTS,min:INT,max:INT,fRedraw:BOOL
FlatSB_ShowScrollBar|BOOL|param0:HWND,code:SCROLLBAR_CONSTANTS,param2:BOOL
FlattenPath|BOOL|hdc:HDC
FloodFill|BOOL|hdc:HDC,x:INT,y:INT,color:COLORREF
FlsAlloc|UINT|lpCallback:PFLS_CALLBACK_FUNCTION
FlsFree|BOOL|dwFlsIndex:UINT
FlsGetValue|void*|dwFlsIndex:UINT
FlsGetValue2|void*|dwTlsIndex:UINT
FlsSetValue|BOOL|dwFlsIndex:UINT,lpFlsData:void*
FlushConsoleInputBuffer|BOOL|hConsoleInput:HANDLE
FlushFileBuffers|BOOL|hFile:HANDLE
FlushInstructionCache|BOOL|hProcess:HANDLE,lpBaseAddress:void*,dwSize:UINT_PTR
FlushIpNetTable|UINT|dwIfIndex:UINT
FlushIpNetTable2|WIN32_ERROR|Family:ADDRESS_FAMILY,InterfaceIndex:UINT
FlushIpPathTable|WIN32_ERROR|Family:ADDRESS_FAMILY
FlushLogBuffers|BOOL|pvMarshal:void*,pOverlapped:OVERLAPPED*
FlushLogToLsn|BOOL|pvMarshalContext:void*,plsnFlush:CLS_LSN*,plsnLastFlushed:CLS_LSN*,pOverlapped:OVERLAPPED*
FlushPrinter|BOOL|hPrinter:PRINTER_HANDLE,pBuf:void*,cbBuf:UINT,pcWritten:UINT*,cSleep:UINT
FlushProcessWriteBuffers|void|
FlushTraceA|WIN32_ERROR|TraceId:ULONGLONG,InstanceName:PSTR,Properties:EVENT_TRACE_PROPERTIES*
FlushTraceW|WIN32_ERROR|TraceId:ULONGLONG,InstanceName:PWSTR,Properties:EVENT_TRACE_PROPERTIES*
FlushViewOfFile|BOOL|lpBaseAddress:void*,dwNumberOfBytesToFlush:UINT_PTR
FmtIdToPropStgName|HRESULT|pfmtid:Guid*,oszName:PWSTR
FoldStringA|INT|dwMapFlags:FOLD_STRING_MAP_FLAGS,lpSrcStr:PSTR,cchSrc:INT,lpDestStr:PSTR,cchDest:INT
FoldStringW|INT|dwMapFlags:FOLD_STRING_MAP_FLAGS,lpSrcStr:PWSTR,cchSrc:INT,lpDestStr:PWSTR,cchDest:INT
ForceActiveVirtualTrustLevel|HRESULT|vmSavedStateDumpHandle:void*,vpId:UINT,virtualTrustLevel:BYTE
ForceArchitecture|HRESULT|vmSavedStateDumpHandle:void*,vpId:UINT,architecture:VIRTUAL_PROCESSOR_ARCH
ForceNestedHostMode|HRESULT|vmSavedStateDumpHandle:void*,vpId:UINT,hostMode:BOOL,oldMode:BOOL*
ForcePagingMode|HRESULT|vmSavedStateDumpHandle:void*,vpId:UINT,pagingMode:PAGING_MODE
ForkVirtualDisk|WIN32_ERROR|VirtualDiskHandle:HANDLE,Flags:FORK_VIRTUAL_DISK_FLAG,Parameters:FORK_VIRTUAL_DISK_PARAMETERS*,Overlapped:OVERLAPPED*
FormatApplicationUserModelId|WIN32_ERROR|packageFamilyName:PWSTR,packageRelativeApplicationId:PWSTR,applicationUserModelIdLength:UINT*,applicationUserModelId:PWSTR
FormatMessageA|UINT|dwFlags:FORMAT_MESSAGE_OPTIONS,lpSource:void*,dwMessageId:UINT,dwLanguageId:UINT,lpBuffer:PSTR,nSize:UINT,Arguments:CHAR**
FormatMessageW|UINT|dwFlags:FORMAT_MESSAGE_OPTIONS,lpSource:void*,dwMessageId:UINT,dwLanguageId:UINT,lpBuffer:PWSTR,nSize:UINT,Arguments:CHAR**
FrameRect|INT|hDC:HDC,lprc:RECT*,hbr:HBRUSH
FrameRgn|BOOL|hdc:HDC,hrgn:HRGN,hbr:HBRUSH,w:INT,h:INT
FreeADsMem|BOOL|pMem:void*
FreeADsStr|BOOL|pStr:PWSTR
FreeAddrInfoEx|void|pAddrInfoEx:ADDRINFOEXA*
FreeAddrInfoExW|void|pAddrInfoEx:ADDRINFOEXW*
FreeAddrInfoW|void|pAddrInfo:ADDRINFOW*
FreeClusterCrypt|UINT|pCryptInfo:void*
FreeClusterHealthFault|UINT|clusterHealthFault:CLUSTER_HEALTH_FAULT*
FreeClusterHealthFaultArray|UINT|clusterHealthFaultArray:CLUSTER_HEALTH_FAULT_ARRAY*
FreeConsole|BOOL|
FreeContextBuffer|HRESULT|pvContextBuffer:void*
FreeCredentialsHandle|HRESULT|phCredential:SecHandle*
FreeDDElParam|BOOL|msg:UINT,lParam:LPARAM
FreeDnsSettings|void|Settings:DNS_SETTINGS*
FreeEncryptedFileMetadata|void|pbMetadata:BYTE*
FreeEncryptionCertificateHashList|void|pUsers:ENCRYPTION_CERTIFICATE_HASH_LIST*
FreeEnvironmentStringsA|BOOL|penv:PSTR
FreeEnvironmentStringsW|BOOL|penv:PWSTR
FreeGPOListA|BOOL|pGPOList:GROUP_POLICY_OBJECTA*
FreeGPOListW|BOOL|pGPOList:GROUP_POLICY_OBJECTW*
FreeInheritedFromArray|WIN32_ERROR|pInheritArray:INHERITED_FROMW*,AceCnt:USHORT,pfnArray:FN_OBJECT_MGR_FUNCTS*
FreeInterfaceContextTable|void|InterfaceContextTable:NET_INTERFACE_CONTEXT_TABLE*
FreeInterfaceDnsSettings|void|Settings:DNS_INTERFACE_SETTINGS*
FreeLibrary|BOOL|hLibModule:HMODULE
FreeLibraryAndExitThread|void|hLibModule:HMODULE,dwExitCode:UINT
FreeLibraryWhenCallbackReturns|void|pci:PTP_CALLBACK_INSTANCE,mod:HMODULE
FreeMemoryJobObject|void|Buffer:void*
FreeMibTable|void|Memory:void*
FreePadrlist|void|lpAdrlist:ADRLIST*
FreePrintNamedPropertyArray|void|cProperties:UINT,ppProperties:PrintNamedProperty**
FreePrintPropertyValue|void|pValue:PrintPropertyValue*
FreePrinterNotifyInfo|BOOL|pPrinterNotifyInfo:PRINTER_NOTIFY_INFO*
FreePropVariantArray|HRESULT|cVariants:UINT,rgvars:PROPVARIANT*
FreeProws|void|lpRows:SRowSet*
FreeReservedLog|BOOL|pvMarshal:void*,cReservedRecords:UINT,pcbAdjustment:LONGLONG*
FreeResource|BOOL|hResData:HGLOBAL
FreeSid|void*|pSid:PSID
FreeToken|BOOL|pAllocMemory:GENERIC_XML_TOKEN*
FreeUrlCacheSpaceA|BOOL|lpszCachePath:PSTR,dwSize:UINT,dwFilter:UINT
FreeUrlCacheSpaceW|BOOL|lpszCachePath:PWSTR,dwSize:UINT,dwFilter:UINT
FreeUserPhysicalPages|BOOL|hProcess:HANDLE,NumberOfPages:UINT_PTR*,PageArray:UINT_PTR*
FtAddFt|FILETIME|ftAddend1:FILETIME,ftAddend2:FILETIME
FtMulDw|FILETIME|ftMultiplier:UINT,ftMultiplicand:FILETIME
FtMulDwDw|FILETIME|ftMultiplicand:UINT,ftMultiplier:UINT
FtNegFt|FILETIME|ft:FILETIME
FtSubFt|FILETIME|ftMinuend:FILETIME,ftSubtrahend:FILETIME
FtgRegisterIdleRoutine|void*|lpfnIdle:PFNIDLE,lpvIdleParam:void*,priIdle:SHORT,csecIdle:UINT,iroIdle:USHORT
FtpCommandA|BOOL|hConnect:void*,fExpectResponse:BOOL,dwFlags:FTP_FLAGS,lpszCommand:PSTR,dwContext:UINT_PTR,phFtpCommand:void**
FtpCommandW|BOOL|hConnect:void*,fExpectResponse:BOOL,dwFlags:FTP_FLAGS,lpszCommand:PWSTR,dwContext:UINT_PTR,phFtpCommand:void**
FtpCreateDirectoryA|BOOL|hConnect:void*,lpszDirectory:PSTR
FtpCreateDirectoryW|BOOL|hConnect:void*,lpszDirectory:PWSTR
FtpDeleteFileA|BOOL|hConnect:void*,lpszFileName:PSTR
FtpDeleteFileW|BOOL|hConnect:void*,lpszFileName:PWSTR
FtpFindFirstFileA|void*|hConnect:void*,lpszSearchFile:PSTR,lpFindFileData:WIN32_FIND_DATAA*,dwFlags:UINT,dwContext:UINT_PTR
FtpFindFirstFileW|void*|hConnect:void*,lpszSearchFile:PWSTR,lpFindFileData:WIN32_FIND_DATAW*,dwFlags:UINT,dwContext:UINT_PTR
FtpGetCurrentDirectoryA|BOOL|hConnect:void*,lpszCurrentDirectory:PSTR,lpdwCurrentDirectory:UINT*
FtpGetCurrentDirectoryW|BOOL|hConnect:void*,lpszCurrentDirectory:PWSTR,lpdwCurrentDirectory:UINT*
FtpGetFileA|BOOL|hConnect:void*,lpszRemoteFile:PSTR,lpszNewFile:PSTR,fFailIfExists:BOOL,dwFlagsAndAttributes:UINT,dwFlags:UINT,dwContext:UINT_PTR
FtpGetFileEx|BOOL|hFtpSession:void*,lpszRemoteFile:PSTR,lpszNewFile:PWSTR,fFailIfExists:BOOL,dwFlagsAndAttributes:UINT,dwFlags:UINT,dwContext:UINT_PTR
FtpGetFileSize|UINT|hFile:void*,lpdwFileSizeHigh:UINT*
FtpGetFileW|BOOL|hConnect:void*,lpszRemoteFile:PWSTR,lpszNewFile:PWSTR,fFailIfExists:BOOL,dwFlagsAndAttributes:UINT,dwFlags:UINT,dwContext:UINT_PTR
FtpOpenFileA|void*|hConnect:void*,lpszFileName:PSTR,dwAccess:UINT,dwFlags:FTP_FLAGS,dwContext:UINT_PTR
FtpOpenFileW|void*|hConnect:void*,lpszFileName:PWSTR,dwAccess:UINT,dwFlags:FTP_FLAGS,dwContext:UINT_PTR
FtpPutFileA|BOOL|hConnect:void*,lpszLocalFile:PSTR,lpszNewRemoteFile:PSTR,dwFlags:FTP_FLAGS,dwContext:UINT_PTR
FtpPutFileEx|BOOL|hFtpSession:void*,lpszLocalFile:PWSTR,lpszNewRemoteFile:PSTR,dwFlags:UINT,dwContext:UINT_PTR
FtpPutFileW|BOOL|hConnect:void*,lpszLocalFile:PWSTR,lpszNewRemoteFile:PWSTR,dwFlags:FTP_FLAGS,dwContext:UINT_PTR
FtpRemoveDirectoryA|BOOL|hConnect:void*,lpszDirectory:PSTR
FtpRemoveDirectoryW|BOOL|hConnect:void*,lpszDirectory:PWSTR
FtpRenameFileA|BOOL|hConnect:void*,lpszExisting:PSTR,lpszNew:PSTR
FtpRenameFileW|BOOL|hConnect:void*,lpszExisting:PWSTR,lpszNew:PWSTR
FtpSetCurrentDirectoryA|BOOL|hConnect:void*,lpszDirectory:PSTR
FtpSetCurrentDirectoryW|BOOL|hConnect:void*,lpszDirectory:PWSTR
FwpmCalloutAdd0|UINT|engineHandle:FWPM_ENGINE_HANDLE,callout:FWPM_CALLOUT0*,sd:PSECURITY_DESCRIPTOR,id:UINT*
FwpmCalloutCreateEnumHandle0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumTemplate:FWPM_CALLOUT_ENUM_TEMPLATE0*,enumHandle:FWPM_CALLOUT_ENUM_HANDLE*
FwpmCalloutDeleteById0|UINT|engineHandle:FWPM_ENGINE_HANDLE,id:UINT
FwpmCalloutDeleteByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*
FwpmCalloutDestroyEnumHandle0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumHandle:FWPM_CALLOUT_ENUM_HANDLE
FwpmCalloutEnum0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumHandle:FWPM_CALLOUT_ENUM_HANDLE,numEntriesRequested:UINT,entries:FWPM_CALLOUT0***,numEntriesReturned:UINT*
FwpmCalloutGetById0|UINT|engineHandle:FWPM_ENGINE_HANDLE,id:UINT,callout:FWPM_CALLOUT0**
FwpmCalloutGetByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*,callout:FWPM_CALLOUT0**
FwpmCalloutGetSecurityInfoByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*,securityInfo:UINT,sidOwner:PSID*,sidGroup:PSID*,dacl:ACL**,sacl:ACL**,securityDescriptor:PSECURITY_DESCRIPTOR*
FwpmCalloutSetSecurityInfoByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*,securityInfo:UINT,sidOwner:SID*,sidGroup:SID*,dacl:ACL*,sacl:ACL*
FwpmCalloutSubscribeChanges0|UINT|engineHandle:FWPM_ENGINE_HANDLE,subscription:FWPM_CALLOUT_SUBSCRIPTION0*,callback:FWPM_CALLOUT_CHANGE_CALLBACK0,context:void*,changeHandle:HANDLE*
FwpmCalloutSubscriptionsGet0|UINT|engineHandle:FWPM_ENGINE_HANDLE,entries:FWPM_CALLOUT_SUBSCRIPTION0***,numEntries:UINT*
FwpmCalloutUnsubscribeChanges0|UINT|engineHandle:FWPM_ENGINE_HANDLE,changeHandle:HANDLE
FwpmConnectionCreateEnumHandle0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumTemplate:FWPM_CONNECTION_ENUM_TEMPLATE0*,enumHandle:FWPM_CONNECTION_ENUM_HANDLE*
FwpmConnectionDestroyEnumHandle0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumHandle:FWPM_CONNECTION_ENUM_HANDLE
FwpmConnectionEnum0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumHandle:FWPM_CONNECTION_ENUM_HANDLE,numEntriesRequested:UINT,entries:FWPM_CONNECTION0***,numEntriesReturned:UINT*
FwpmConnectionGetById0|UINT|engineHandle:FWPM_ENGINE_HANDLE,id:ULONGLONG,connection:FWPM_CONNECTION0**
FwpmConnectionGetSecurityInfo0|UINT|engineHandle:FWPM_ENGINE_HANDLE,securityInfo:UINT,sidOwner:PSID*,sidGroup:PSID*,dacl:ACL**,sacl:ACL**,securityDescriptor:PSECURITY_DESCRIPTOR*
FwpmConnectionPolicyAdd0|UINT|engineHandle:FWPM_ENGINE_HANDLE,connectionPolicy:FWPM_PROVIDER_CONTEXT3*,ipVersion:FWP_IP_VERSION,weight:ULONGLONG,numFilterConditions:UINT,filterConditions:FWPM_FILTER_CONDITION0*,sd:PSECURITY_DESCRIPTOR
FwpmConnectionPolicyDeleteByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*
FwpmConnectionSetSecurityInfo0|UINT|engineHandle:FWPM_ENGINE_HANDLE,securityInfo:UINT,sidOwner:SID*,sidGroup:SID*,dacl:ACL*,sacl:ACL*
FwpmConnectionSubscribe0|UINT|engineHandle:FWPM_ENGINE_HANDLE,subscription:FWPM_CONNECTION_SUBSCRIPTION0*,callback:FWPM_CONNECTION_CALLBACK0,context:void*,eventsHandle:HANDLE*
FwpmConnectionUnsubscribe0|UINT|engineHandle:FWPM_ENGINE_HANDLE,eventsHandle:HANDLE
FwpmDynamicKeywordSubscribe0|UINT|flags:UINT,callback:FWPM_DYNAMIC_KEYWORD_CALLBACK0,context:void*,subscriptionHandle:HANDLE*
FwpmDynamicKeywordUnsubscribe0|UINT|subscriptionHandle:HANDLE
FwpmEngineClose0|UINT|engineHandle:FWPM_ENGINE_HANDLE
FwpmEngineGetOption0|UINT|engineHandle:FWPM_ENGINE_HANDLE,option:FWPM_ENGINE_OPTION,value:FWP_VALUE0**
FwpmEngineGetSecurityInfo0|UINT|engineHandle:FWPM_ENGINE_HANDLE,securityInfo:UINT,sidOwner:PSID*,sidGroup:PSID*,dacl:ACL**,sacl:ACL**,securityDescriptor:PSECURITY_DESCRIPTOR*
FwpmEngineOpen0|UINT|serverName:PWSTR,authnService:UINT,authIdentity:SEC_WINNT_AUTH_IDENTITY_W*,session:FWPM_SESSION0*,engineHandle:FWPM_ENGINE_HANDLE*
FwpmEngineSetOption0|UINT|engineHandle:FWPM_ENGINE_HANDLE,option:FWPM_ENGINE_OPTION,newValue:FWP_VALUE0*
FwpmEngineSetSecurityInfo0|UINT|engineHandle:FWPM_ENGINE_HANDLE,securityInfo:UINT,sidOwner:SID*,sidGroup:SID*,dacl:ACL*,sacl:ACL*
FwpmFilterAdd0|UINT|engineHandle:FWPM_ENGINE_HANDLE,filter:FWPM_FILTER0*,sd:PSECURITY_DESCRIPTOR,id:ULONGLONG*
FwpmFilterCreateEnumHandle0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumTemplate:FWPM_FILTER_ENUM_TEMPLATE0*,enumHandle:FWPM_FILTER_ENUM_HANDLE*
FwpmFilterDeleteById0|UINT|engineHandle:FWPM_ENGINE_HANDLE,id:ULONGLONG
FwpmFilterDeleteByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*
FwpmFilterDestroyEnumHandle0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumHandle:FWPM_FILTER_ENUM_HANDLE
FwpmFilterEnum0|UINT|engineHandle:FWPM_ENGINE_HANDLE,enumHandle:FWPM_FILTER_ENUM_HANDLE,numEntriesRequested:UINT,entries:FWPM_FILTER0***,numEntriesReturned:UINT*
FwpmFilterGetById0|UINT|engineHandle:FWPM_ENGINE_HANDLE,id:ULONGLONG,filter:FWPM_FILTER0**
FwpmFilterGetByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*,filter:FWPM_FILTER0**
FwpmFilterGetSecurityInfoByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*,securityInfo:UINT,sidOwner:PSID*,sidGroup:PSID*,dacl:ACL**,sacl:ACL**,securityDescriptor:PSECURITY_DESCRIPTOR*
FwpmFilterSetSecurityInfoByKey0|UINT|engineHandle:FWPM_ENGINE_HANDLE,key:Guid*,securityInfo:UINT,sidOwner:SID*,sidGroup:SID*,dacl:ACL*,sacl:ACL*
